V1,V2,V3,V4,V5,Q3,Q5_1_TEXT,Q5_3_TEXT,Q5_4_TEXT,Q5_5_TEXT,Q5_6_TEXT,Q5_7_TEXT,Q7,Q152,Q9,Q162,Q11,Q150_1,Q150_2,Q150_3,Q150_4,Q13,Q161,Q15,Q134,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q135_1,Q135_2,Q135_3,Q135_4,Q93,Q95,Q97,Q99,Q1522,Q136,Q154,Q155,Q156,Q157,Q158,Q159,Q160,Q1613,Q1624,Q137_1,Q137_2,Q137_3,Q137_4,Q113,Q114,Q115,Q116,Q153,Q139,Q163,Q164,Q165,Q166,Q167,Q168,Q169,Q170,Q171,Q138_1,Q138_2,Q138_3,Q138_4,Q117,Q118,Q119,Q120,Q1545,Q141,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q140_1,Q140_2,Q140_3,Q140_4,Q121,Q122,Q123,Q124,Q1556,Q143,Q199,Q200,Q201,Q202,Q203,Q204,Q205,Q206,Q207,Q142_1,Q142_2,Q142_3,Q142_4,Q125,Q126,Q127,Q128,Q1567,Q145,Q172,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q144_1,Q144_2,Q144_3,Q144_4,Q129,Q130,Q131,Q132,Q1578,Q147,Q217,Q218,Q219,Q220,Q221,Q222,Q223,Q224,Q225,Q146_1,Q146_2,Q146_3,Q146_4,Q133,Q1349,Q135,Q13610,Q15811,Q149,Q190,Q191,Q192,Q193,Q194,Q195,Q196,Q197,Q198,Q148_1,Q148_2,Q148_3,Q148_4,Q137,Q138,Q13912,Q140,Q15913,Q14914,Q208,Q209,Q210,Q211,Q212,Q213,Q214,Q215,Q216,Q148_115,Q148_216,Q148_317,Q148_418,Q14119,Q142,Q14320,Q144,Q16021,Q146,Q148,Q150,Q152_1,Q152_2,Q152_3,Q152_4,Q152_5,Q152_6,Q152_7,Q152_8,Q152_8_TEXT,Q15422,Q15623,Q15824
R_2zzK0TGYErkgyUd,Default Response Set,9/1/16 14:25,9/1/16 14:48,1,1,Chrome,Windows NT 10.0,1680x1050,22.0.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",1,1,1,,1,0,0,38.027,0,1,24,1,1,,,,1,,,,,,1,0,0,59.013,0,*Tree picture.* Rain soaks in very fast. The beach is better than the street. At first running is better than walking. Even children learn to love it. There is not much to know during this activity. ,I do not know.,,1,24,1,,,1,,,,,,,0,0,44.015,0,Days became weeks. He knew he was right.,I do not know.,1,,24,1,,,,,,,,1,,0,0,59.009,0,Soon they will all be used again and you will have to do it all over. Doing laundry is  a pain. You have to stay and watch in case anything goes wrong. ,Doing laundry.,,,24,1,,,,,,,,,1,0,0,52.012,0,"You will probably want to be outside. A dry and sunny day makes it easier than a windy or wet one. Riding a bike is easy. If it doesn't fit you, you will want to get a suit that does.",Riding a bike.,,,24,1,1,,,,,,,,,0,0,50.009,0,It seemed like forever since I called. It was very hot but I tried to touch it. Hot oil spilled on my hand. I dropped it. ,Getting a hot pizza delivered.,1,,24,1,,,,,,,1,,,0,0,47.019,0,Moving my hands over the bottom caused the top images to change. I was finally getting the hang of my new laptop. I thought that when I pulled it out that it would break in half.,a new laptop,,,24,1,,,,,1,,,,,0,0,46.008,0,It had been awhile since I've done a task like this. I thought it was time to try it again. I took the towel of the top of the stack and unfolded it to lay flat. *Rocking chair picture.* I hope it would soak up the mess.,Someone cleaning up a spill.,,1,24,1,,1,,,,,,,,0,0,46.012,0,As a boy he towered over everyone.,Abraham Lincoln ,1,,24,1,,,,,,1,,,,0,0,46.007,0,I added to my creation some sticks and rocks. Now my creation was complete. It seemed brighter outdoors rather than indoors. Some of the matter stuck to my clothing.,Building a snowman.,,1,24,2,1,2,1,,,,,,,,,1,,1
R_2CjhvnSaxow1062,Default Response Set,9/1/16 15:05,9/1/16 15:32,1,1,Chrome,Windows NT 6.3,1366x768,22.0.0,,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",1,1,1,,1,0,0,38.017,0,4,24,1,1,,,,,,1,,,,1,0,0,59.008,0,"rock as an anchor, picture of tree, it can be very peaceful, takes time to learn, birds don't go to close",I could not tell,,0,24,1,,,,,,,1,,,2.597,2.597,44.007,1,"Christopher Columbus, a hero, three sisters, jewels and riches, sought for   ",Christopher Columbus ,,,24,1,1,,,,,,,,,0,0,59.006,0,"put them in a machine, then a different machine, take them home and put them in there usual places, go somewhere else if you do not have one, separate into piles, soon they will all be used again",laundry,1,,24,1,,,,,,,,1,,0,0,52.001,0,"sunny is better than wet, dry is what you prefer, you should go outdoors, smooth is better than curvy, you should wear a helmet, you need a size that suits you",riding a bike,,,24,1,,,,,1,,,,,0,0,50.006,0,"i was impatient, oil splashed, I couldnt wait, so excited when it arrived, pulled at it but it would not come apart, fibers",food,,1,24,1,,1,,,,,,,,0,0,47.011,0,"getting a hang of my new machine, typing on the black squares, it making a humming noise, seemed to convey what i was typing",a computer,1,,24,1,,,,,,,,,1,0,0,46.004,0,"been awhile since I did it, took of the old one, slid a new towel under it, tucked it under the taps, hopefully it did not leak",changing a diaper,,,24,1,,,1,,,,,,,0,0,46.006,0,"this mans vision, democracy, belived it was a just cause",Abe Lincoln ,1,,24,1,,,,1,,,,,,0,0,46.011,0,sneakers,I dont know,,1,24,5,3,2,1,,,,,,,,,1,I had trouble reading the stories that quickly,1
R_1mwTdcxwPSzht4D,Default Response Set,9/1/16 15:10,9/1/16 15:42,1,1,Safari,Macintosh,1440x900,22.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/601.5.17 (KHTML, like Gecko) Version/9.1 Safari/601.5.17",1,1,1,,1,0,0,38.011,0,2,24,1,1,,,,,,,,1,,1,0,0,59.006,0,That was all so random. Talked about a rock being an anchor and running is better then walking at first. the beach is better then the street ,opposites,,,24,1,,1,,,,,,,,29.508,29.508,44.007,1,the entire video didn't play,idk the video stopped,0,,24,1,,,,,,1,,,,43.021,43.021,59.006,1,These aren't making sense.,i have no idea i looked ,,0,24,1,,,,,1,,,,,0.732,0.732,52.011,1,Idk ,bird ,,1,24,1,,,,,,,,,1,0,0,50.011,0,There was a pizza that was too hot for them. They tried pulling it once and it didn't work then they tried again with more force causing hot oil to slash their hand,pizza,,,24,1,1,,,,,,,,,3.613,3.613,47.008,1,idk ,people,1,,24,1,,,,,,,1,,,0,0,46.013,0,Someone thought a diaper was sealed correctly but it wasn't. then they tried to fold it back up until they thought it was secure.,A diaper,,,24,1,,,,1,,,,,,0,0,46.01,0,Someone realized someone was either on his side or against him. he wanted everyone to like him. when he was little he had little money but rose up above others. ,A mans success,,1,24,1,,,1,,,,,,,0,0,46.008,0,it has so be the right season and i saw a snowman,snowman,1,,24,6,4,1,1,,,,,,,,,1,The videos were somewhat difficult to read. Also some of the videos weren't able to play all the way because it took me to the next page before the video was complete,1
R_2cBGaXdB1aCF6Fo,Default Response Set,9/1/16 15:07,9/1/16 15:44,1,1,Firefox,Windows NT 10.0,1366x768,22.0.0,,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0,1,1,1,,1,0,0,38.392,0,3,24,1,1,,,,,,,1,,,1,0,0,59.374,0,,,,,24,1,,,,,,1,,,,0,0,44.114,0,"With defiled jewels, the hero moved on. ""You're defiled."" said someone. Moving on forward",Hero on a journey,,1,24,1,,,,,1,,,,,0,0,59.397,0,"You first have to separate them into groups. If you don't have one, you have to go somewhere with a machine. Don't put to much stuff into one at once. More times is better. When you're done, you can put them up in there usual places, till they're used again. What a pain",Laundry?,,1,24,1,,1,,,,,,,,0,0,52.106,0,Make sure the weather outside is good. Sunny warm days. Smooth is easier than curvy. You can add a mirror for better visibility. Protect your head with a helmet,Bike riding,0,,24,1,,,,,,,,,1,0,0,50.192,0,The richly smell and appearance made it hard to resist. I was impatient and reached for one. The hot oil dripped off the side and burned my hand. All for a slice of pizza,Pizza,,,24,1,,,1,,,,,,,0,0,47.409,0,I opened the black box. The machine flashed images at me. I am getting to know my machine better. ,Machine,1,,24,1,,,,1,,,,,,0,0,46.14,0,It had been awhile since I've done this task. I took a clean towel and wiped it on the material. ,Cleaning,,0,24,1,1,,,,,,,,,0,0,46.163,0,"He was aware that people were on his side, or not on his side. He felt it was his responsibility to get people on his side. As a child, he had no money. As an adult, he towered over people in height, learning, and stature. His descendents reap the benefits of this mans good deeds / ",Abraham Lincoln,1,,24,1,,,,,,,,1,,0,0,46.37,0,I had waited many seasons for this moment. It was perfect. My snowman. Many parts stuck to my clothes. I added details with sticks. ,Snowman,,,24,2,1,2,1,,,,1,,,,,1,,1
R_1EXuxdiWYNyfToU,Default Response Set,9/1/16 15:40,9/1/16 16:12,1,1,Chrome,Windows NT 10.0,1280x720,22.0.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",1,1,1,,1,0,0,38.029,0,4,24,1,1,,,,,1,,,,,1,0,0,59.019,0,A newspaper is better than a magazine. Anyone can do it. It can be peaceful if you have room. Anyone can do it even children. It is easy to learn. It can be hard if a lot of people are doing the same thing at once. If you are alone it could be peaceful. ,Doing something,,1,24,1,,,,,,,,,1,0,0,44.018,0,"He went on a journey. Fine jewels. Smile deceives, he said. He took three sisters. Christopher Columbus. ",Christopher Columbus,,,24,1,,,1,,,,,,,0,0,59.014,0,The procedure is simple. It doesn't take long if you don't have many items. You put the items into a machine and wait. You must wait in case anything goes wrong. When the machine is done then you put the items in another machine. You watch them go around. When the machine is done you take the items home and arrange them again.,Laundry,1,,24,1,,,,1,,,,,,0,0,52.012,0,You will prefer to be outdoors. A dry sunny day will be better than a wet windy day. Beginners will prefer a smooth path. A straight path will be easier than a curvy path. Protecting your head is important. All working parts should be moving. ,Riding a Bike,,1,24,1,,1,,,,,,,,0,0,50.02,0,It seemed like forever since I called. It just arrived. It was very hot. As I picked it up fibers pulled. I exerted more force. Hot oil splashed. I was very impatient. I couldn't wait but it was very hot.,Hot Pizza,1,,24,1,,,,,,1,,,,0,0,47.081,0,The newness of it was intimidating. Taking it out of the package nearly broke it in half. There were pictures on one half. When I clicked the buttons on the bottom the pictures seemed to change. I'm getting a hang of my new machine. ,computer/laptop,,1,24,1,1,,,,,,,,,0,0,46.007,0,It had been awhile since I had done this task so I think its time to do it again. I took the dirty one off and used a damp towel to clean up any mess. I got another one off the rack and put it under the bottom. The put the extra over the sides. It looked snug but not too tight. I hope it doesn't leak.,Changing a Diaper,1,,24,1,,,,,,,,1,,0,0,46.008,0,He did not know if anyone was on his side or against him. He had to figure out who was on his side. As a kid he had no money. As an adult he had someone over him. His descendants will something. Abraham Lincoln had a duty. He had to do something about morality.,Abraham Lincoln,,,24,1,,,,,,,1,,,0,0,46.026,0,Finally my snowman was complete. I was proud of my task. Waited many seasons for this. Outdoors and Indoors. Step back and surveyed work. I added detail with sticks and rocks. It wasn't sticking at first but finally became the shape. More matter helped.,Building a Snowman,,,24,2,1,2,1,,,,,,,,,1,,1
R_yjZ4BC1YZe75gWZ,Default Response Set,9/1/16 16:23,9/1/16 16:51,1,1,Chrome,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",1,1,1,,1,0,0,38.011,0,2,24,1,1,,,,,,,1,,,1,0,0,58.982,0,"There are a lot of things to remember when flying a kite. A newspaper is better than a magazine. It may be better to run than walk at first. There are some things that can do bad. Rain will not help it fly. If you lose it, you don't get a second chance. Kids can also fly the kites. ",Flying a kite,,,24,1,,,,,,,,1,,0,0,43.983,0,Christopher Columbus. Something about an egg.,Travel,,,24,1,,1,,,,,,,,0,0,58.977,0,This video was about doing laundry. You have to put the clothes in and sit there and wait until its done in case anything goes wrong. Then you have to take them out and fold them nicely. If you have more dirty clothes you put those in and wait again. Then you go home to put your clothes away. You do this process over and over. This process is a pain.,Laundry,1,,24,1,,,1,,,,,,,0,0,51.984,0,If you don't have your own you could borrow a friends. Beginners prefer a smooth surface. You will probably want to be outdoors. A sunny and dry day will make it easier,Bike,0,,24,1,,,,,,1,,,,0,0,49.981,0,"Finally it arrived, it was colorful, but thin. The smell was so bad I couldn't help it, I called. I wondered if it was too hot to touch.",A package,,1,24,1,,,,,,,,,1,0,0,46.982,0,"The newness of it was intimidating. Pushing one black square caused a light to flash. Thought it was going to break when he opened it, but it held together.",Laptop,,,24,1,1,,,,,,,,,0,0,45.981,0,After one I threw it away. It was awhile since he done this task and thought he should do it again. ,Completing a task,1,,24,1,,,,1,,,,,,0,0,45.987,0,As a boy he had no money. People were on his side or against him. He felt responsible ,A bed,,1,24,1,,,,,1,,,,,0,0,45.985,0,This video was about a shoe. Outside is better than inside. ,Shoe,,1,24,6,3,1,1,,,,,,,,,1,,1
R_2RQdpQ9b0v2VUmD,Default Response Set,9/1/16 18:14,9/1/16 18:46,1,1,Firefox,Windows NT 6.3,1366x768,22.0.0,,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:45.0) Gecko/20100101 Firefox/45.0,1,1,1,,1,11.858,19.139,38.203,4,1,24,1,1,,1,,,,,,,,1,3.178,3.178,59.653,1,"A newspaper is better than a magazine. A seashore is better than a street. Sometimes it better to run than walk. It is very minimal. Most people can do it, even children. The rain soaks in very fast. ",Comparison,1,,24,1,,,,,,,,,,,,,,"I am going to watch several videos between 30-60 seconds long, which may or may not include pictures. All the words will be displayed one at a time on the screen. I must try to memorize as much as possible about each video then describe it. ",Directions,,,24,1,,,,1,,,,,,4.299,6.123,59.95,3,"The procedure is simple. First, you arrange everything into a pile. Then you put them into a machine then turn it on. You have wait there, in case anything goes wrong. Then you take them out and put them in another machine and watch them go around. Afterwards, you can take them out and put them in their usual places. But they will all be used again. ",A procedure,,1,24,1,1,,,,,,,,,3.083,3.083,52.667,1,"The procedure is simple. First, you arrange everything into a pile. Then you put them into the machine and turn it on. You must wait there, in case something goes wrong. Once they are done, you put them into another machine and watch them go around. Afterwards, you can put them in their usual places. But, eventually,  they will all be used again.",A procedure,0,,24,1,,,,,,,1,,,2.66,2.66,50.17,1,I was impatient to eat the pizza but it was very hot. The smell of the pizza made me want to try it.  I pulled at a piece and hot oil burned my hand. Perhaps I could wait a few minutes.,Pizza,,,24,1,,,,,,,,1,,5.599,5.599,47.639,1,The laptop conveyed all its message through the black squares. ,Laptop,,,24,1,,,1,,,,,,,4.579,4.579,46.933,1,"It had been a while since I last did this task but it was time to do it again. I removed the dirty towel from underneath and placed a clean, folded one underneath. ",Diaper,1,,24,1,,,,,1,,,,,5.109,5.109,46.18,1,"The man had great responsibility. As a boy, he had no money. Now, as a man, he towered over people, in stature. He thought his cause was just. He had morals.",A man,,1,24,1,,,,,,,,,1,5.495,7.232,46.189,2,I knew the conditions were right. The weather was right for this season. I assembled all the parts. Then I surveyed my work. ,Parts,,,24,6,4,2,,1,,,,,,,,1,,1
R_2DNBxNFFX8fTsRG,Default Response Set,9/2/16 8:20,9/2/16 8:48,1,1,Chrome,Windows NT 10.0,1366x768,22.0.0,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",1,1,1,,1,0,0,38.018,0,2,23,1,1,1,,,,,,,,,0,0,0,59.023,0,Rain falls fast. A rock can be used as an anchor. Running is easy too learn. Even children can learn it. Birds seldom get too close. ,Things found outdoors,1,,24,1,,,,,,,,,,,,,,I hit next and it jumped right to this screen. No video came up. ,I don't know,,,23,1,,,,,,,,1,,0,0,59.007,0,Soon they will be used again and you will have to do it all over. Doing your laundry can be a pain. You have to stay until it's over. You put them in the machine. You have to go somewhere else if there isn't a machine. The procedure is quite simple. ,Doing Laundry,,,24,1,,,,,,1,,,,0,0,52.008,0,With practice this can be an efficient way to move around. You will probably want to be outdoors. Straight ways are easier than curvy ways. You can add a mirror. Going fast or slow is up to you. ,Driving a motorcycle,,1,24,1,,,,,1,,,,,0,0,50.018,0,I didn't even hit play and the screen moved to this so I didn't get to watch it. ,I don't know,,1,23,1,,,1,,,,,,,0,0,47.013,0,The newness of it was intimidating. Pressing down a black button made it flash. ,Photography,0,,23,1,,,,,,,,,1,0,0,46.015,0,It looked snug but not too tight. I'm guessing it was time to do it again. Secured material. Cleaned.,Cleaning a wound,,,24,1,,,,,,,1,,,0,0,46.014,0,"He believed the cause was just. As a boy he had no money. He towered over everyone in stature, in leadership, and in power. He had a big task in front of him. Descendants reap the benefits of Abraham Lincoln's vision. ",Abraham Lincoln,,,24,1,,1,,,,,,,,0,0,46.012,0,More of the matter arrived which helped. It stuck to my clothes and hands. I had looked forward to this for a while. The season was finally here. It seemed brighter outdoors than indoors. ,Excitement on building a snowman,0,,24,2,1,2,1,,,,,,,,,1,I enjoyed participating! However there are just a few technical difficulties. There were a couple instances where I didn't even get to watch a video but I had to write down what I saw. But this is a well thought-out study! ,1
R_240ptlC5opcvgTl,Default Response Set,9/2/16 8:55,9/2/16 9:27,1,1,Chrome,Windows NT 10.0,1600x900,22.0.0,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",1,1,1,,1,0,0,38.034,0,2,24,1,1,,,1,,,,,,,1,0,0,59.008,0,The seashore is a better place than the street. Walking is easier than running. It may seem hard at first but you will learn. It is something children can enjoy too. There is only one thing to remember about this activity. ,Whats better than something else,1,,24,1,,,,,,1,,,,0,0,44.013,0,He knew he was right. it played in scheme. ,I don't know,,1,24,1,,,,,,,1,,,0,0,59.019,0,Doing laundry and trying to study can be hard. You put your clothes in then it starts to spin around and around. Soon they will get dirty and you will have to do it all over again.,Laundry,,,24,1,,,,1,,,,,,0,0,52.013,0,You will probably want to be outside today. A dry sunny day is easier than a wet windy one. A straight smooth way is easier than a curvy way. Protecting your head is the most important thing. Learning this can make getting around easier.,Learning to ride a bike,,1,24,1,1,,,,,,,,,0,0,50.013,0,It had been forever since I called. Finally the colorful and richness box showed up. I wondered if it was to hot to eat. The smell was stronger than me. I opened the box and pulled at piece but it was hard to grab so i pulled at another with excessive force but a drop of hot oil splashed on my skin burning one side. I dropped it  ,Pizza,1,,24,1,,,,,1,,,,,0,0,47.009,0,The newness of this machine. A flash of light came through the black screen. I was getting the hang of my new machine.,Learning a new machine,,1,24,1,,1,,,,,,,,0,0,46.006,0,I hadn't done this task in forever. I it was time to do it again. I took the dirty one off and threw it away. i grabbed a new one the top of the stack. ,I don't know,0,,23,1,,,,,,,,1,,0,0,46.024,0,He came to the realization that people were either on side or against him. He felt an obligation to have them on his side. As boy he had no money. As a man he towered over. He felt like Abraham Lincoln in as sense to prove who he was,Proving himself,,,24,1,,,,,,,,,1,0,0,46.016,0,I had been looking forward to this for a couple of seasons. The outdoors was greater than indoors. I added some detail with sticks and twigs. My snowman was complete.,Snowman,,,24,2,1,2,1,,,,,,,,,1,,1
R_3EZpB1evw5UD3Yj,Default Response Set,9/2/16 9:43,9/2/16 10:10,1,1,Safari,Macintosh,1440x900,22.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.5.17 (KHTML, like Gecko) Version/8.0.5 Safari/600.5.17",1,1,1,,1,0,0,38.009,0,1,24,1,1,,,,1,,,,,,1,0,0,59.012,0,"A newspaper is better than a magazine. A seashore is better than a sidewalk. Running is better than walking at first. If there are no complications, it can be very peaceful. ",a park ,,1,24,1,,,,,1,,,,,0,0,44.007,0,"From mountaintop to countryside, The prince muttered he wanted a scornful revenge. Cat. He had sisters. He knew he was right. ",a prince wanting revenge ,,1,24,1,1,,,,,,,,,0,0,59.006,0,Picture of laundry machine. The procedure is quite simple. First you rearrange them in piles. Then you put them in a machine. You have to go somewhere else if you don't have a machine. Then you put one load at a time. Then you sit and wait. You have to stay in case anything goes wrong. Then you put the load in another machine and watch it go around and around. It can be a pain. ,doing laundry,1,,24,1,,1,,,,,,,,0,0,52.012,0,This activity is better on a dry day rather than a windy or wet day. Prefer a smooth surface over curvy or crooked. You can borrow a friend's if you don't have one. You can use a mirror for more visibility if you want. It is good to use protection on your head. With practice this can be an efficient way to move around. ,riding a bike,1,,24,1,,,1,,,,,,,0,0,50.009,0,At last my order had arrived. Richly fine colors. Elastic fibers made the rich colors. It looked very hot. I tried not to touch it but I was impatient. It was hot. ,getting a pizza ,0,,24,1,,,,,,,,,1,0,0,47.007,0,The newness of it was intimidating. From black squares everywhere. I was trying to get the hang of my laptop. ,getting the hang of your new laptop,,,24,1,,,,,,,,1,,0,0,46.01,0,I knew it had been a while since I had last done this task and it was time. I picked up a damp towel to use. I laid it flat and removed the diaper to throw away. I put a new one on by pulling the tabs to the middle. It did not look too tight or snug.  ,changing a dirty diaper,,,24,1,,,,,,,1,,,0,0,46.01,0,"Descendants of Abraham Lincoln reap his benefits. Abraham Lincoln felt pressured to get everyone on his side. As a boy, he had no money. As a man, he towered above others in stature, learning, and morals. ",the struggles of Abraham Lincoln ,,,24,1,,,,,,1,,,,0,0,45.417,0,The conditions looked right. I had been waiting for this for seasons. The shapes looked right. I used sticks and stones. I was then finished with my creation. ,creating a picture ,,1,24,5,2,2,1,,,,,,,,,1,,1
